Postcode,Year,ftft,ftpt,ftaw,ftun,ftnotlf,ftunstated,ptpt,ptaw,ptun,ptnotlf,ptunstated,awaw,awun,awnotlf,awunstated,unun,unnotlf,ununstated,notlfnotlf,notlfunstated,unstatedunstated,ft,pt,aw,un,notlf,unstated
"6063, WA",2016,263,407,30,52,339,25,63,15,33,78,23,10,5,23,5,13,41,9,91,22,8,116,109,21,31,143,6
"6064, WA",2016,458,771,57,115,579,45,153,43,47,210,45,42,9,42,10,20,83,15,258,48,15,262,255,25,91,381,15
"6065, WA",2016,1560,2761,315,269,1437,184,297,88,96,210,208,68,10,86,28,41,82,37,144,158,14,521,441,42,117,351,8
"6066, WA",2016,403,580,57,69,384,37,92,22,28,88,50,16,5,27,15,14,36,8,97,34,14,191,177,14,56,172,4
"6067, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6068, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6069, WA",2016,985,1495,167,200,988,104,145,51,57,127,170,48,26,67,28,22,57,37,88,158,3,455,309,24,93,371,13
"6070, WA",2016,83,150,10,9,87,23,10,4,3,14,20,3,0,0,7,0,4,0,7,15,0,37,19,3,3,13,0
"6071, WA",2016,76,150,13,11,68,7,22,7,3,7,14,0,0,4,0,0,3,0,3,10,0,23,25,0,3,10,0
"6072, WA",2016,12,24,5,0,16,0,7,0,0,0,4,3,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0
"6073, WA",2016,44,93,10,11,57,4,15,3,3,0,13,0,0,3,3,0,5,0,5,9,0,23,19,3,5,20,0
"6074, WA",2016,18,33,6,3,19,5,10,0,0,0,4,0,0,4,0,0,0,0,0,5,0,9,11,0,4,5,0
"6076, WA",2016,374,797,66,77,370,56,91,31,15,52,71,18,11,20,4,11,20,10,37,60,4,166,136,11,27,84,4
"6077, WA",2016,36,46,6,3,20,0,14,5,3,3,0,0,0,0,0,0,5,0,4,3,0,6,3,0,3,3,0
"6078, WA",2016,11,25,0,4,13,4,3,3,4,0,0,3,0,0,0,0,0,0,3,0,0,3,5,0,0,4,0
"6079, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6081, WA",2016,85,182,20,18,93,28,18,9,6,11,22,4,0,10,3,0,0,3,8,19,3,26,29,0,0,26,0
"6082, WA",2016,44,115,15,11,73,6,6,0,5,11,5,0,0,9,0,4,4,0,5,13,0,31,26,0,3,25,0
"6083, WA",2016,58,124,7,5,57,13,14,3,5,16,17,7,0,9,3,0,0,0,4,16,0,7,25,4,0,13,0
"6084, WA",2016,171,267,26,27,141,24,34,21,7,15,37,12,0,15,3,12,6,6,4,36,0,55,46,4,13,46,0
"6090, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6100, WA",2016,179,295,42,39,258,29,59,17,16,61,32,15,4,12,12,10,15,4,31,20,0,96,73,4,30,43,0
"6101, WA",2016,216,458,55,41,245,40,54,14,25,44,33,12,3,6,7,13,25,4,31,30,0,119,99,0,39,87,6
"6102, WA",2016,123,174,20,27,143,13,43,7,16,35,9,4,5,10,0,10,14,5,53,14,4,60,57,3,23,80,4
"6103, WA",2016,108,179,34,22,143,16,32,4,9,30,18,7,0,13,5,12,13,4,37,18,0,57,37,0,20,67,7
"6104, WA",2016,179,300,35,45,256,28,42,14,11,38,23,9,3,29,8,0,24,7,45,28,0,99,95,11,29,99,10
"6105, WA",2016,217,305,34,68,274,32,43,10,24,63,22,10,0,11,3,13,44,0,70,35,5,100,93,12,40,133,6
"6106, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6107, WA",2016,743,1139,123,203,926,104,201,51,63,236,57,30,23,64,26,49,84,17,234,99,10,301,235,27,84,316,6
"6108, WA",2016,394,624,56,97,508,44,107,31,43,120,58,20,0,25,4,16,64,4,118,61,5,183,133,20,63,178,6
"6109, WA",2016,147,230,38,53,308,25,43,11,18,70,14,6,5,24,3,5,30,13,79,30,0,83,81,9,49,139,5
"6110, WA",2016,760,1168,130,180,992,106,143,43,65,183,104,33,14,46,17,27,86,10,186,99,8,334,312,27,126,423,12
"6111, WA",2016,354,630,55,71,455,49,79,22,30,83,64,17,3,25,11,15,41,12,74,49,6,205,196,22,72,232,0
"6112, WA",2016,1078,1771,230,332,1431,129,214,64,99,232,144,45,14,88,34,41,112,29,192,158,15,462,464,41,182,632,15
"6121, WA",2016,80,122,9,10,56,0,9,9,6,10,15,4,0,3,0,0,0,0,8,12,0,28,8,0,4,13,0
"6122, WA",2016,357,664,76,81,490,50,61,24,29,72,64,13,7,39,10,10,26,13,38,73,6,145,140,16,40,117,10
"6123, WA",2016,16,44,3,3,46,0,4,0,5,6,8,0,0,3,0,0,0,0,0,0,0,6,10,0,3,7,0
"6124, WA",2016,16,33,5,3,23,3,7,0,0,3,3,0,0,5,0,0,4,0,3,9,0,8,9,0,0,4,0
"6125, WA",2016,53,101,4,8,50,10,13,3,0,13,12,5,0,4,0,0,7,4,6,5,4,9,11,0,7,13,0
"6126, WA",2016,3,4,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6147, WA",2016,198,369,40,72,333,31,72,13,35,79,20,13,6,20,3,13,32,0,67,42,5,135,95,6,36,135,4
"6148, WA",2016,341,605,45,113,398,43,80,18,36,87,46,11,4,21,5,19,29,15,61,43,5,145,126,14,25,95,0
"6149, WA",2016,432,724,57,66,338,56,90,27,35,60,70,10,3,17,6,7,28,10,40,50,0,130,97,5,26,73,3
"6150, WA",2016,243,446,23,47,222,46,50,12,14,38,39,7,0,17,6,6,14,8,32,37,0,88,67,11,11,55,0
"6151, WA",2016,285,486,37,52,306,41,50,7,17,53,38,10,0,15,3,9,14,5,30,37,0,81,80,10,22,90,4
"6152, WA",2016,392,662,68,89,402,58,70,26,21,86,33,9,12,20,7,14,34,8,62,32,3,215,153,9,36,148,3
"6153, WA",2016,362,700,64,80,443,51,85,12,22,83,55,8,3,14,4,9,24,11,39,51,0,176,102,8,25,99,5
"6154, WA",2016,200,412,24,35,214,28,43,6,18,33,39,9,3,9,5,4,7,9,13,21,0,80,78,8,12,32,0
"6155, WA",2016,1417,1947,177,366,1271,153,225,69,99,209,160,34,21,70,27,55,110,50,162,153,12,416,307,25,77,263,5
"6156, WA",2016,333,703,72,48,303,46,65,26,18,40,62,10,3,15,9,3,18,13,33,34,3,158,131,15,27,122,3
"6157, WA",2016,194,503,56,36,231,48,47,12,14,26,46,12,3,17,8,9,17,8,21,26,0,140,124,12,16,65,0
"6158, WA",2016,162,314,22,22,121,13,25,7,8,26,26,13,0,6,4,6,5,0,14,21,3,49,60,4,4,31,0
"6159, WA",2016,42,80,15,10,39,4,7,0,3,9,6,3,0,0,0,0,0,0,9,0,0,26,25,0,8,9,0
"6160, WA",2016,92,177,15,12,94,15,27,3,8,17,17,5,0,4,0,3,3,0,3,7,0,69,53,4,14,52,0
"6161, WA",2016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6162, WA",2016,169,344,35,18,182,18,64,15,14,28,36,9,3,5,7,7,3,5,15,16,0,76,91,9,27,78,5
"6163, WA",2016,700,1438,151,135,803,88,184,56,62,119,116,25,16,41,22,22,70,17,135,64,3,399,439,29,99,377,16
"6164, WA",2016,1328,2450,264,283,1355,198,216,74,83,178,195,59,23,83,25,38,81,39,109,168,3,496,421,37,110,346,7
"6165, WA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6166, WA",2016,178,383,47,25,169,20,32,9,15,25,38,6,0,14,4,0,11,0,14,23,0,64,64,4,17,46,0
"6167, WA",2016,363,673,99,117,536,50,70,24,34,121,64,22,13,42,17,17,55,15,99,70,7,219,183,19,118,340,5
"6168, WA",2016,214,379,46,74,353,42,36,21,30,77,51,9,9,33,6,16,49,10,53,71,0,207,174,16,95,291,9
"6169, WA",2016,489,848,107,135,653,82,91,42,47,131,104,23,10,55,16,23,63,32,89,148,5,299,304,30,114,373,5
"6170, WA",2016,289,344,62,89,344,41,56,20,18,53,31,15,8,18,10,10,21,8,26,42,11,111,93,4,44,156,5
"6171, WA",2016,708,1171,141,188,856,126,89,68,44,78,163,37,16,65,27,13,41,37,52,199,5,242,225,24,83,235,4
"6172, WA",2016,275,394,42,72,298,47,35,16,30,40,73,12,9,16,10,10,21,20,33,76,0,137,130,11,51,177,3
"6173, WA",2016,328,532,40,96,340,55,42,16,20,22,84,16,5,27,12,5,21,8,16,96,0,110,93,13,32,76,0
"6174, WA",2016,77,123,18,14,79,20,15,3,8,15,26,0,0,7,4,0,3,9,9,14,0,44,50,3,22,37,0
"6175, WA",2016,78,129,26,22,85,13,14,5,4,19,17,6,0,12,3,5,5,5,9,22,0,36,27,3,12,29,0
"6176, WA",2016,29,52,5,4,34,9,7,5,0,4,4,0,0,0,0,0,0,0,3,10,0,15,3,0,4,5,0
"6180, WA",2016,87,183,19,28,123,21,16,11,11,27,30,3,7,11,3,3,5,4,4,38,3,42,45,0,17,51,0
"6181, WA",2016,16,21,0,3,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0
"6182, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6207, WA",2016,13,41,4,8,19,0,3,0,0,7,3,0,0,6,0,0,0,0,0,7,0,3,3,0,0,7,0
"6208, WA",2016,137,248,26,40,182,27,28,13,12,28,59,8,4,16,5,0,17,5,35,57,7,75,96,9,45,142,3
"6209, WA",2016,30,43,9,6,21,3,8,3,0,5,9,0,0,0,0,0,0,0,8,4,0,11,13,0,3,21,0
"6210, WA",2016,820,1527,141,224,1020,161,172,63,101,198,211,45,17,104,31,34,94,61,181,258,13,472,545,64,213,841,18
"6211, WA",2016,88,211,10,19,131,21,27,14,8,24,23,9,5,6,6,4,11,13,14,24,0,49,56,7,24,60,0
"6213, WA",2016,3,15,0,0,19,0,0,0,4,5,3,0,0,0,0,0,4,0,0,0,0,4,0,0,5,4,0
"6214, WA",2016,15,15,0,0,11,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,7,0
"6215, WA",2016,37,99,12,8,72,14,9,0,0,5,16,8,0,4,5,3,5,3,11,10,0,17,30,11,13,34,0
"6218, WA",2016,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,5,0,0,3,0
"6220, WA",2016,59,146,9,14,80,0,23,6,0,15,10,4,0,9,0,3,5,0,5,15,0,26,22,6,9,32,0
"6221, WA",2016,7,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"6223, WA",2016,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"6224, WA",2016,15,37,0,0,16,6,0,0,0,5,4,0,0,4,0,0,0,0,4,0,0,11,13,0,3,7,0
"6225, WA",2016,90,234,25,15,140,19,17,12,9,28,22,6,0,13,8,10,18,0,38,17,7,42,67,5,34,110,4
"6226, WA",2016,19,39,3,0,23,3,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,3,6,0,0,3,0
"6227, WA",2016,13,45,0,6,22,0,3,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,5,0,0,5,0
"6228, WA",2016,6,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6229, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6230, WA",2016,594,1233,116,126,715,90,141,54,63,113,148,32,11,50,20,19,52,18,93,104,7,384,407,33,131,477,20
"6232, WA",2016,118,411,47,30,223,21,30,24,11,34,53,10,3,25,0,9,14,3,15,36,0,80,118,14,24,96,0
"6233, WA",2016,344,636,64,83,389,50,59,35,20,60,109,14,13,34,10,13,26,16,31,83,3,128,171,12,46,134,0
"6236, WA",2016,32,71,4,0,31,3,11,0,0,6,20,0,0,4,0,0,0,0,5,8,0,11,16,0,8,6,0
"6237, WA",2016,50,82,5,0,44,10,14,4,0,9,9,0,0,0,0,0,0,0,3,5,0,13,19,3,4,14,0
"6239, WA",2016,50,119,3,8,82,8,21,7,4,16,17,3,0,12,0,0,0,0,4,17,0,16,19,3,11,30,0
"6240, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"6243, WA",2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"6244, WA",2016,18,45,3,0,21,6,0,3,0,0,3,5,0,0,0,0,0,0,5,3,0,7,6,0,4,13,0
"6251, WA",2016,7,9,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"6252, WA",2016,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6253, WA",2016,10,9,0,0,5,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,0
"6254, WA",2016,5,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,12,0
"6255, WA",2016,39,107,0,10,39,0,25,0,4,13,22,6,0,5,0,0,9,3,11,3,0,25,30,6,4,27,0
"6256, WA",2016,9,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"6258, WA",2016,98,202,14,13,73,26,14,9,0,16,15,6,0,7,0,0,11,0,23,14,3,46,62,4,8,58,3
"6260, WA",2016,33,29,11,4,16,6,8,0,0,0,4,4,0,0,0,0,0,0,0,4,0,3,11,0,5,9,0
"6262, WA",2016,4,18,0,0,3,4,5,0,0,4,3,0,0,0,0,0,4,0,4,0,0,3,4,0,0,10,0
"6271, WA",2016,44,91,17,9,46,12,19,5,7,12,10,0,0,8,0,4,7,0,5,13,0,25,35,5,4,41,0
"6275, WA",2016,17,21,0,0,9,0,9,0,0,5,0,0,0,0,0,0,3,0,3,0,0,5,9,0,5,9,0
"6280, WA",2016,416,836,66,51,406,63,129,43,38,103,143,24,0,30,24,10,34,16,51,81,7,203,277,16,64,231,7
"6281, WA",2016,85,310,27,11,116,19,52,23,4,28,44,15,0,3,7,0,0,3,9,39,0,35,67,11,7,25,0
"6282, WA",2016,19,51,0,4,15,6,15,3,4,6,3,0,0,0,0,0,3,0,5,4,0,7,0,0,0,5,0
"6284, WA",2016,31,94,5,0,38,5,21,8,5,9,20,4,0,3,0,0,4,3,6,15,0,8,24,6,6,7,0
"6285, WA",2016,121,351,17,13,127,19,85,25,14,43,54,12,0,22,8,0,10,0,12,33,0,89,115,11,12,57,0
"6286, WA",2016,12,19,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
"6288, WA",2016,9,16,3,0,8,0,0,5,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"6290, WA",2016,12,21,0,3,12,3,7,0,0,3,5,4,0,0,0,0,7,0,5,0,0,8,8,0,3,7,0
"6302, WA",2016,31,80,4,5,41,9,11,3,0,14,13,0,0,3,0,0,0,0,11,10,3,28,31,0,5,30,0
"6304, WA",2016,17,42,0,0,16,4,3,0,0,8,6,0,0,4,0,3,0,0,7,0,0,4,11,0,4,15,0
"6306, WA",2016,15,30,0,0,10,6,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,3,0,0,4,9,0
"6308, WA",2016,16,39,0,0,25,3,3,0,0,0,0,4,0,0,0,3,0,0,9,0,0,9,3,0,3,16,0
"6309, WA",2016,6,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6311, WA",2016,14,10,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"6312, WA",2016,62,130,7,3,61,8,13,8,0,11,9,3,0,6,0,0,12,3,20,14,4,34,50,0,9,57,3
"6313, WA",2016,6,6,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"6315, WA",2016,31,55,3,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,9,0,3,21,0
"6316, WA",2016,7,14,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
"6317, WA",2016,54,87,7,4,68,9,8,0,4,13,6,4,0,6,0,4,11,0,13,8,5,22,18,6,3,47,5
"6318, WA",2016,9,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0
"6320, WA",2016,5,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0
"6321, WA",2016,4,17,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0
"6322, WA",2016,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6323, WA",2016,4,12,0,0,14,0,5,0,0,4,4,0,0,5,0,0,0,0,3,0,0,9,4,0,3,15,0
"6324, WA",2016,36,82,5,4,51,6,18,0,8,20,10,5,0,0,0,0,7,0,7,3,3,20,25,0,6,45,0
"6326, WA",2016,5,13,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0
"6327, WA",2016,0,9,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"6328, WA",2016,3,19,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
"6330, WA",2016,487,1049,88,53,489,53,162,37,22,144,109,28,5,44,6,6,20,8,82,55,4,220,326,29,63,291,4
"6333, WA",2016,69,126,14,6,64,11,44,13,8,34,20,4,0,8,0,0,6,7,17,11,0,27,70,4,10,44,0
"6335, WA",2016,10,19,0,0,31,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
"6336, WA",2016,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0
"6337, WA",2016,8,15,4,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0
"6338, WA",2016,13,21,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"6341, WA",2016,4,13,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6343, WA",2016,4,8,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6346, WA",2016,21,17,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"6348, WA",2016,5,16,4,0,19,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,3,0
"6350, WA",2016,9,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6351, WA",2016,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6352, WA",2016,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"6353, WA",2016,22,30,3,0,14,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
"6355, WA",2016,11,14,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6356, WA",2016,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6357, WA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6358, WA",2016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6359, WA",2016,13,15,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
"6361, WA",2016,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6363, WA",2016,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6365, WA",2016,12,11,4,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"6367, WA",2016,9,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0
"6368, WA",2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6369, WA",2016,13,17,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0
"6370, WA",2016,3,10,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0
"6372, WA",2016,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6373, WA",2016,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6375, WA",2016,16,28,3,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,12,0
"6383, WA",2016,5,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,7,0,0,16,0
"6384, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6385, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6386, WA",2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6390, WA",2016,23,44,7,5,42,8,5,5,0,3,0,3,0,5,0,0,4,0,0,9,0,19,14,3,5,14,0
"6391, WA",2016,15,36,5,0,15,0,3,0,0,7,3,3,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0
"6392, WA",2016,3,21,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"6393, WA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6394, WA",2016,12,14,4,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"6395, WA",2016,27,59,4,0,25,4,4,4,0,0,3,5,0,3,0,0,0,0,5,0,0,4,11,0,0,24,0
"6396, WA",2016,9,12,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6397, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"6398, WA",2016,8,9,0,0,6,0,6,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
"6401, WA",2016,103,179,21,13,112,14,22,5,5,24,13,0,0,9,0,4,18,0,26,12,3,64,47,3,25,104,0
"6403, WA",2016,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"6405, WA",2016,3,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6407, WA",2016,15,30,3,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,10,0
"6409, WA",2016,12,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"6410, WA",2016,13,24,0,0,22,0,4,0,0,4,4,0,0,4,0,0,0,0,3,5,0,6,15,0,7,11,0
"6411, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6412, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6413, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6414, WA",2016,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6415, WA",2016,42,79,11,5,47,6,7,8,5,9,0,0,0,0,0,0,5,0,8,3,0,14,23,3,8,33,3
"6418, WA",2016,14,18,0,0,11,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,6,0
"6419, WA",2016,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6420, WA",2016,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6421, WA",2016,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"6422, WA",2016,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6423, WA",2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6424, WA",2016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6425, WA",2016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6426, WA",2016,9,9,3,0,17,0,0,3,0,3,4,0,0,5,0,3,0,0,0,0,0,9,0,0,10,8,0
"6427, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6428, WA",2016,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6429, WA",2016,13,9,3,0,23,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,22,0
"6430, WA",2016,570,752,111,87,538,97,35,24,15,46,50,29,0,32,10,3,16,6,43,53,8,199,92,16,35,141,7
"6431, WA",2016,9,3,0,0,8,0,0,0,0,0,0,0,0,0,0,7,7,0,28,0,15,0,4,0,3,11,3
"6432, WA",2016,113,163,20,20,150,22,6,15,0,11,20,11,3,7,3,0,4,3,18,20,3,67,48,8,24,71,3
"6434, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"6436, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"6437, WA",2016,13,3,0,0,17,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0
"6438, WA",2016,3,3,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0
"6440, WA",2016,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,5,0,0,5,16,0
"6442, WA",2016,31,63,13,7,81,5,5,3,0,6,9,5,0,15,0,3,10,4,7,8,0,26,4,0,7,29,0
"6443, WA",2016,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,8,3,0,0,8,0
"6445, WA",2016,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"6446, WA",2016,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
