Postcode,Year,ftft,ftpt,ftaw,ftun,ftnotlf,ftunstated,ptpt,ptaw,ptun,ptnotlf,ptunstated,awaw,awun,awnotlf,awunstated,unun,unnotlf,ununstated,notlfnotlf,notlfunstated,unstatedunstated,ft,pt,aw,un,notlf,unstated
"5273, SA",2016,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5275, SA",2016,29,61,8,0,30,3,14,0,0,17,4,4,0,0,0,0,0,0,5,5,0,5,16,0,3,9,0
"5276, SA",2016,24,20,4,0,13,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0
"5277, SA",2016,50,107,12,9,42,4,8,6,0,13,0,4,4,5,0,0,0,0,8,5,0,16,28,0,8,30,0
"5278, SA",2016,7,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"5279, SA",2016,4,12,3,0,4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,0
"5280, SA",2016,71,200,22,8,90,10,33,14,8,30,14,9,0,6,3,0,3,0,34,13,0,36,55,3,12,54,0
"5290, SA",2016,402,775,87,48,315,51,80,24,17,84,45,14,6,15,6,0,28,0,76,24,6,218,298,19,81,307,14
"5291, SA",2016,211,375,38,8,121,21,51,12,7,36,20,9,0,4,0,5,5,6,16,3,0,32,41,10,9,37,3
"5301, SA",2016,9,16,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0
"5302, SA",2016,11,38,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
"5303, SA",2016,4,5,0,0,6,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5304, SA",2016,9,31,3,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0
"5306, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5307, SA",2016,14,12,5,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0
"5308, SA",2016,5,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5309, SA",2016,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5310, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5311, SA",2016,13,13,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5320, SA",2016,3,12,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0
"5321, SA",2016,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0
"5322, SA",2016,19,31,4,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0
"5330, SA",2016,39,101,10,11,51,9,12,0,4,14,5,0,0,3,0,0,0,4,10,0,0,13,31,0,11,49,5
"5331, SA",2016,3,14,0,0,8,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
"5332, SA",2016,7,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0
"5333, SA",2016,103,199,21,5,61,6,20,5,0,13,5,6,0,6,3,0,0,0,19,0,3,45,56,3,19,47,0
"5340, SA",2016,27,38,10,3,15,5,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,10,0,0,3,0
"5341, SA",2016,103,199,14,10,94,4,26,9,9,27,13,9,0,10,0,8,14,0,32,3,0,57,63,0,18,81,4
"5342, SA",2016,17,39,4,0,13,6,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,9,11,0,4,9,0
"5343, SA",2016,68,130,15,15,51,10,14,3,4,8,3,4,0,4,0,3,13,0,27,0,0,36,43,5,19,73,0
"5344, SA",2016,21,31,0,6,5,4,5,0,0,3,3,0,0,0,0,0,5,0,8,3,0,3,9,0,3,4,0
"5345, SA",2016,51,74,5,8,36,5,12,0,0,9,3,3,0,5,0,0,4,0,13,3,0,25,25,3,11,41,0
"5346, SA",2016,3,13,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0
"5350, SA",2016,11,24,0,3,4,3,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0
"5351, SA",2016,146,237,22,16,87,16,34,12,4,19,8,9,0,6,0,0,5,0,11,10,0,32,39,6,9,30,0
"5352, SA",2016,107,182,15,10,64,9,17,6,0,7,17,0,0,0,0,0,0,0,12,0,5,46,51,0,7,16,0
"5353, SA",2016,63,135,10,0,42,11,16,4,0,8,8,4,0,3,0,0,0,0,10,6,0,25,34,0,6,27,0
"5354, SA",2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"5355, SA",2016,137,302,29,16,102,11,30,10,3,18,21,3,0,12,3,0,5,0,4,11,0,58,48,15,6,50,0
"5356, SA",2016,13,28,6,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,5,0
"5357, SA",2016,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0
"5360, SA",2016,25,53,7,3,19,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
"5371, SA",2016,34,70,4,3,23,3,4,0,0,3,4,0,0,0,0,0,0,0,0,3,0,3,6,0,3,5,0
"5372, SA",2016,57,75,9,0,51,0,14,9,0,5,5,0,0,5,0,0,0,0,7,0,0,14,16,9,6,22,0
"5373, SA",2016,60,92,13,3,45,6,15,6,0,10,3,0,0,0,0,0,3,0,16,5,0,21,26,8,24,28,0
"5374, SA",2016,32,34,7,4,21,0,3,0,3,0,0,0,0,0,0,0,5,0,8,0,0,5,9,3,3,14,0
"5381, SA",2016,7,8,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"5400, SA",2016,20,36,4,3,20,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0
"5401, SA",2016,13,27,0,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,4,10,0,0,16,0
"5410, SA",2016,3,7,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
"5411, SA",2016,0,12,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0
"5412, SA",2016,7,22,0,0,7,0,9,0,0,4,0,0,0,3,0,0,0,0,4,0,0,10,13,3,4,21,0
"5413, SA",2016,10,30,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0
"5414, SA",2016,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5415, SA",2016,0,4,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5416, SA",2016,5,8,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5417, SA",2016,17,37,3,0,18,3,7,0,3,0,5,0,0,5,0,0,0,0,3,0,0,6,10,0,0,8,0
"5418, SA",2016,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"5419, SA",2016,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5420, SA",2016,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5421, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"5422, SA",2016,8,23,0,0,8,0,4,0,6,11,0,0,0,0,0,4,0,0,9,3,0,15,15,0,7,32,0
"5431, SA",2016,10,26,0,0,5,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,0
"5432, SA",2016,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5433, SA",2016,14,28,0,0,10,5,0,0,0,0,11,0,0,0,0,0,3,0,6,0,0,5,9,0,4,15,0
"5434, SA",2016,5,7,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5440, SA",2016,7,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"5451, SA",2016,7,22,0,0,8,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5452, SA",2016,8,19,4,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"5453, SA",2016,77,170,16,0,46,11,16,6,0,8,18,3,0,7,0,0,3,0,6,4,0,34,41,8,5,36,3
"5454, SA",2016,3,14,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"5455, SA",2016,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5460, SA",2016,8,24,7,0,13,0,4,0,0,0,0,0,0,5,0,0,0,0,5,5,0,5,4,0,0,8,0
"5461, SA",2016,24,86,0,9,46,3,5,0,0,10,9,0,0,4,0,0,5,0,11,0,0,19,15,0,3,29,0
"5462, SA",2016,8,26,0,0,11,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
"5464, SA",2016,8,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0
"5470, SA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5471, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5472, SA",2016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"5473, SA",2016,0,18,5,7,10,0,4,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,8,0,5,4,0
"5480, SA",2016,10,30,4,0,7,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"5481, SA",2016,14,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"5482, SA",2016,14,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5483, SA",2016,11,6,3,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0
"5485, SA",2016,5,14,4,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
"5490, SA",2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5491, SA",2016,30,72,15,0,18,0,0,0,0,4,3,0,0,0,0,0,0,0,3,5,0,7,13,0,0,6,0
"5493, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5495, SA",2016,4,10,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
"5501, SA",2016,134,247,14,19,112,16,24,10,12,46,17,9,7,6,4,0,11,3,21,7,0,39,38,4,11,56,0
"5502, SA",2016,22,47,5,9,31,5,0,0,0,6,7,0,0,3,0,0,0,0,3,5,0,12,11,0,0,8,0
"5510, SA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5520, SA",2016,4,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0
"5521, SA",2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"5522, SA",2016,8,34,0,0,8,5,5,0,0,3,5,0,0,3,0,0,0,0,4,0,0,4,8,0,4,10,0
"5523, SA",2016,22,70,15,0,22,0,7,0,0,0,0,0,0,5,0,0,0,0,8,5,0,3,17,5,9,15,0
"5540, SA",2016,168,355,46,36,156,25,32,15,18,57,36,17,6,16,4,6,28,5,71,27,3,111,147,8,59,235,3
"5550, SA",2016,4,20,0,6,18,0,8,0,0,0,5,0,0,3,0,0,0,0,0,0,0,9,6,0,0,15,0
"5552, SA",2016,5,17,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"5554, SA",2016,67,135,18,3,67,8,28,9,6,14,10,7,0,7,0,3,10,3,25,3,0,27,57,3,22,52,3
"5555, SA",2016,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"5556, SA",2016,39,68,6,3,29,5,9,3,3,19,12,0,0,3,0,0,5,0,24,8,0,21,26,0,18,63,0
"5558, SA",2016,41,83,17,4,34,5,23,3,3,23,13,0,0,0,0,3,10,3,19,7,0,21,24,4,13,50,0
"5560, SA",2016,3,18,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,6,6,0,0,3,0
"5570, SA",2016,6,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
"5571, SA",2016,22,33,3,3,14,6,5,0,0,8,0,0,0,3,0,0,0,0,4,7,0,4,9,0,4,12,3
"5572, SA",2016,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"5573, SA",2016,27,56,5,0,23,0,8,0,0,4,6,0,0,0,0,0,5,3,5,0,0,14,7,0,4,15,0
"5575, SA",2016,18,47,8,0,30,6,7,0,4,16,10,0,0,4,0,0,0,0,0,0,0,15,23,0,0,6,0
"5576, SA",2016,12,32,0,0,12,0,5,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,9,0,4,8,0
"5577, SA",2016,3,15,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"5580, SA",2016,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
"5581, SA",2016,6,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"5582, SA",2016,7,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,4,0
"5583, SA",2016,9,10,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,3,0
"5600, SA",2016,123,193,22,23,80,21,21,17,3,6,10,5,0,0,0,0,10,0,11,4,0,58,35,0,13,33,0
"5601, SA",2016,10,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0
"5602, SA",2016,20,42,7,0,12,0,7,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,3,8,0
"5603, SA",2016,6,19,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0
"5604, SA",2016,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5605, SA",2016,27,48,9,0,6,3,5,3,0,0,9,3,0,0,0,0,0,0,3,0,0,6,18,0,0,6,0
"5606, SA",2016,176,453,44,21,146,26,62,18,14,43,40,7,4,8,9,0,12,3,32,28,0,107,127,9,41,150,4
"5607, SA",2016,79,191,14,10,75,13,28,9,4,10,13,4,0,4,0,4,0,0,10,3,3,27,25,9,9,23,0
"5608, SA",2016,151,223,26,30,167,19,33,15,15,46,17,0,10,16,3,8,38,0,60,18,6,92,131,22,86,317,17
"5609, SA",2016,56,64,11,8,39,5,12,3,3,6,5,4,0,0,5,0,0,0,4,0,0,15,24,0,4,19,0
"5630, SA",2016,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5631, SA",2016,14,49,0,4,14,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,9,10,0,0,9,0
"5632, SA",2016,8,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5633, SA",2016,3,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5640, SA",2016,14,46,4,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,0
"5641, SA",2016,30,39,10,5,17,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0
"5642, SA",2016,8,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"5650, SA",2016,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"5651, SA",2016,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5652, SA",2016,15,31,3,0,12,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0
"5653, SA",2016,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5654, SA",2016,3,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5655, SA",2016,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5660, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5661, SA",2016,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"5670, SA",2016,5,11,0,0,0,0,5,0,0,3,0,4,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0
"5671, SA",2016,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5680, SA",2016,31,63,5,4,22,4,0,8,0,3,0,6,0,3,0,0,0,0,0,5,8,5,8,0,0,16,0
"5690, SA",2016,58,89,13,5,28,13,12,0,5,16,13,11,0,9,0,0,4,0,18,8,17,29,29,10,10,32,13
"5700, SA",2016,122,228,31,26,108,24,25,8,6,30,22,11,4,5,4,14,16,4,39,18,10,75,87,22,38,199,12
"5701, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5710, SA",2016,52,71,15,4,23,13,3,5,3,9,14,0,0,3,3,0,0,0,0,4,0,16,26,0,4,17,3
"5713, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5715, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5717, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5719, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5720, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5722, SA",2016,0,4,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"5723, SA",2016,30,18,6,0,13,3,0,0,0,8,4,0,0,6,0,3,4,0,7,0,4,12,7,0,0,15,0
"5724, SA",2016,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,5,0,0,7,0
"5725, SA",2016,101,145,27,24,88,8,13,4,4,14,4,8,0,11,3,3,0,0,0,3,0,32,14,8,9,11,0
"5730, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5731, SA",2016,3,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0
"5732, SA",2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0
"5733, SA",2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0
"5734, SA",2016,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0
"5950, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5960, SA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6000, WA",2016,51,76,23,17,97,11,21,4,6,28,3,3,3,6,3,7,3,4,34,9,6,40,27,0,8,33,0
"6003, WA",2016,19,36,8,5,27,8,0,3,0,0,3,0,0,0,0,7,0,0,6,8,0,12,3,0,6,10,0
"6004, WA",2016,60,75,18,30,124,21,13,8,5,26,10,3,0,10,0,7,11,3,14,18,0,38,20,7,10,22,0
"6005, WA",2016,27,34,15,19,58,0,8,0,3,3,4,0,0,3,0,0,3,0,4,10,0,23,15,0,9,21,0
"6006, WA",2016,150,334,42,30,129,17,37,9,10,16,20,4,4,5,5,3,6,0,19,18,0,56,38,4,7,26,0
"6007, WA",2016,107,195,28,21,119,10,30,0,6,17,11,0,4,5,0,4,4,4,10,6,0,51,26,0,6,17,0
"6008, WA",2016,243,440,63,51,330,34,56,11,15,43,33,8,0,8,0,0,14,3,18,29,0,134,87,10,26,54,0
"6009, WA",2016,342,610,33,60,403,56,72,10,30,76,43,13,0,7,3,7,21,5,62,39,0,106,67,5,13,66,0
"6010, WA",2016,307,614,45,61,352,59,70,10,9,51,53,10,0,11,7,7,14,9,33,35,0,128,93,12,21,79,0
"6011, WA",2016,146,307,33,24,217,18,30,3,3,35,35,4,0,11,0,0,5,3,20,19,0,59,61,0,7,38,0
"6012, WA",2016,161,300,24,19,175,21,34,8,10,37,19,11,0,7,5,3,3,0,16,22,0,69,60,4,9,36,0
"6014, WA",2016,451,885,90,90,458,61,124,11,29,53,72,11,4,15,3,10,28,14,15,46,0,122,122,6,16,68,0
"6015, WA",2016,136,291,22,22,193,28,34,4,5,21,22,3,0,0,3,0,10,0,12,19,0,45,22,0,0,30,0
"6016, WA",2016,191,452,51,30,181,21,65,14,18,29,31,8,3,7,12,5,8,3,12,13,0,60,65,11,20,37,0
"6017, WA",2016,43,66,14,17,62,6,18,0,5,18,3,0,0,3,0,6,9,0,18,6,0,18,18,0,9,22,0
"6018, WA",2016,669,1523,179,158,710,96,149,42,53,99,112,27,6,29,15,7,37,20,67,84,8,295,259,28,63,180,8
"6019, WA",2016,356,705,76,75,346,51,72,19,20,43,47,8,4,14,10,14,23,9,25,39,0,195,177,9,26,83,4
"6020, WA",2016,414,956,80,72,389,53,88,38,29,51,76,14,5,23,6,4,13,5,29,39,0,131,131,11,22,64,0
"6021, WA",2016,326,648,69,69,384,47,75,22,20,53,56,9,5,18,5,9,19,11,49,24,6,124,133,12,32,94,0
"6022, WA",2016,77,194,24,20,85,3,9,9,5,15,14,8,5,0,3,0,0,0,10,13,0,62,40,3,5,26,0
"6023, WA",2016,310,808,65,70,331,36,48,13,27,48,55,10,0,16,7,3,7,9,18,32,0,116,116,8,11,41,0
"6024, WA",2016,223,512,58,37,227,40,63,19,15,42,57,10,3,14,4,4,15,7,17,22,0,103,116,6,20,53,0
"6025, WA",2016,527,1275,122,133,619,73,114,40,40,95,94,19,7,26,20,15,21,14,52,77,6,253,216,23,38,178,3
"6026, WA",2016,479,1004,98,76,420,45,85,29,31,52,82,20,5,28,12,13,12,12,23,43,0,187,162,15,32,70,5
"6027, WA",2016,830,1515,145,167,721,110,151,53,65,116,143,39,6,50,22,19,52,27,83,77,7,341,279,32,80,226,3
"6028, WA",2016,613,1115,79,133,455,77,87,27,34,63,95,31,3,35,13,13,23,8,34,88,3,189,158,10,29,101,0
"6029, WA",2016,77,129,11,15,43,5,18,3,0,10,17,0,0,5,0,0,0,0,6,7,0,19,15,0,0,3,0
"6030, WA",2016,763,1299,145,161,760,117,161,45,80,137,148,33,15,71,17,17,82,33,116,137,5,368,394,40,146,411,7
"6031, WA",2016,405,711,84,78,388,48,84,35,24,48,56,15,4,34,11,9,32,12,49,56,7,179,154,17,53,130,5
"6032, WA",2016,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"6033, WA",2016,11,18,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"6034, WA",2016,37,76,8,9,34,0,8,3,0,3,10,0,0,3,0,0,4,0,0,9,0,15,13,0,7,24,0
"6035, WA",2016,128,274,28,42,181,31,41,17,14,23,46,7,0,18,8,10,24,12,22,60,0,62,64,12,27,113,0
"6036, WA",2016,346,588,65,79,371,55,61,35,28,40,70,22,6,16,6,8,35,12,39,50,5,199,150,26,66,197,5
"6037, WA",2016,28,96,12,9,43,8,14,0,3,12,18,0,3,4,3,0,9,0,3,13,0,22,22,0,11,23,0
"6038, WA",2016,139,241,35,39,159,22,22,10,11,19,41,12,3,14,4,0,12,5,14,40,0,56,52,6,17,59,0
"6041, WA",2016,10,32,3,0,22,3,3,0,0,4,12,0,0,0,0,0,0,0,6,11,0,9,11,0,0,14,0
"6042, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6043, WA",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6044, WA",2016,11,18,0,0,17,5,3,0,0,6,8,4,0,6,0,0,0,0,3,0,0,3,4,0,0,5,0
"6050, WA",2016,273,490,53,42,250,39,55,11,17,32,40,12,3,4,0,0,11,0,27,24,0,84,71,6,19,42,0
"6051, WA",2016,151,255,31,47,190,18,41,12,19,44,20,9,0,8,3,3,16,5,27,22,3,95,65,10,23,58,0
"6052, WA",2016,211,424,56,34,208,23,38,11,14,24,20,3,0,16,5,3,7,0,21,23,0,107,83,5,22,47,0
"6053, WA",2016,276,526,56,59,237,27,55,18,17,39,35,5,3,10,8,0,14,5,40,15,0,105,101,3,25,70,0
"6054, WA",2016,312,578,75,59,346,47,79,30,23,69,39,18,3,21,9,12,37,7,49,28,4,194,175,16,55,195,12
"6055, WA",2016,479,720,118,88,455,52,81,30,24,84,68,24,6,24,16,3,17,5,46,56,7,155,128,5,39,116,0
"6056, WA",2016,577,975,100,135,674,69,106,41,44,122,90,22,9,57,6,19,53,15,95,76,12,395,320,33,109,399,18
"6057, WA",2016,287,500,55,61,334,40,66,17,21,41,34,11,5,13,7,10,19,8,30,41,5,174,139,9,42,120,3
"6058, WA",2016,218,319,42,45,235,31,35,8,6,43,31,13,0,13,0,4,23,0,29,30,0,117,101,8,26,116,5
"6059, WA",2016,439,774,74,93,402,50,88,33,23,104,37,25,6,17,6,13,24,0,59,32,8,178,152,11,47,130,0
"6060, WA",2016,275,596,103,81,360,28,78,19,35,68,31,20,7,12,0,11,23,5,52,26,5,189,151,15,35,144,7
"6061, WA",2016,422,675,92,143,688,65,167,36,56,251,47,28,19,49,10,31,124,13,347,70,22,303,272,47,142,449,22
"6062, WA",2016,535,896,93,108,588,50,124,36,41,140,55,25,7,34,13,23,57,8,98,46,4,283,245,13,64,203,5
